AC113430.1	ENST00000506872	5	+	58197	58915	58915	58915	1	58197,	58915,
SERPINB6	ENST00000646775	6	-	2954702	2971777	2954702	2955568	4	2954702,2955523,2968798,2971532,	2954709,2955670,2968913,2971777,
SERPINB6	ENST00000643227	6	-	2955604	2971331	2955604	2959332	4	2955604,2959167,2960969,2971247,	2955670,2959342,2961096,2971331,
SERPINB6	ENST00000645421	6	-	2955604	2971354	2955604	2959332	4	2955604,2959167,2970695,2971247,	2955670,2959342,2970824,2971354,
SERPINB6	ENST00000646688	6	-	2955651	2971284	2955651	2959332	4	2955651,2959167,2960969,2971116,	2955670,2959342,2961096,2971284,
SERPINB6	ENST00000644777	6	-	2955654	2971238	2955654	2959332	4	2955654,2959167,2966399,2970695,	2955670,2959342,2966590,2971238,
SERPINB6	ENST00000644875	6	-	2959297	2962139	2959297	2959332	4	2959297,2960260,2960969,2961893,	2959342,2960378,2961096,2962139,
LINC01011	ENST00000450238	6	+	2987966	2990348	2990348	2990348	2	2987966,2989527,	2988031,2990348,
LINC01011	ENST00000445000	6	+	2987966	2991173	2991173	2991173	2	2987966,2988427,	2988031,2991173,
LINC01011	ENST00000605901	6	+	2988647	2991173	2991173	2991173	3	2988647,2989527,2989868,	2988709,2989733,2991173,
LINC01011	ENST00000454015	6	+	2988657	2990252	2990252	2990252	2	2988657,2989527,	2988709,2990252,
NQO2	ENST00000426637	6	+	2987986	3012561	3006552	3012561	6	2987986,2989527,2993930,3006467,3010024,3012543,	2988031,2989710,2994053,3006559,3010189,3012561,
NQO2	ENST00000380472	6	+	2988645	3015643	3006552	3015643	6	2988645,2993930,3006467,3010024,3012543,3015529,	2988709,2994053,3006559,3010189,3012674,3015643,
NQO2	ENST00000397717	6	+	2999875	3015643	3006552	3015643	6	2999875,3003668,3006467,3010024,3012543,3015529,	3000085,3003789,3006559,3010189,3012674,3015643,
NQO2	ENST00000380455	6	+	2999893	3028869	3006552	3019655	7	2999893,3006467,3010024,3012543,3015529,3016883,3019478,	3000085,3006559,3010189,3012674,3015643,3016985,3028869,
NQO2	ENST00000338130	6	+	2999973	3019762	3006552	3019655	10	2999973,3002049,3003668,3004494,3006467,3010024,3012543,3015529,3016883,3019478,	3000085,3002286,3003789,3004651,3006559,3010189,3012674,3015643,3016985,3019762,
NQO2	ENST00000380441	6	+	2999988	3019755	3006552	3019655	7	2999988,3004494,3006467,3010024,3012543,3016883,3019478,	3000085,3004651,3006559,3010189,3012674,3016985,3019755,
NQO2	ENST00000380454	6	+	3000001	3019755	3006552	3019655	6	3000001,3006467,3010024,3012543,3016883,3019478,	3000085,3006559,3010189,3012674,3016985,3019755,
NQO2	ENST00000380430	6	+	3000157	3019762	3006552	3019655	7	3000157,3006467,3010024,3012543,3015529,3016883,3019478,	3000367,3006559,3010189,3012674,3015643,3016985,3019762,
NQO2	ENST00000606474	6	+	3004166	3010189	3006552	3006916	4	3004166,3006467,3006815,3010024,	3004259,3006559,3006935,3010189,
AL133351.1	ENST00000658240	6	-	2989334	2998806	2998806	2998806	2	2989334,2998616,	2990011,2998806,
AL133351.1	ENST00000660868	6	-	2989335	2999604	2999604	2999604	2	2989335,2999012,	2990011,2999604,
AL133351.1	ENST00000456189	6	-	2989721	2998743	2998743	2998743	2	2989721,2998616,	2990011,2998743,
AL133351.1	ENST00000429319	6	-	2989725	2999134	2999134	2999134	2	2989725,2999012,	2990011,2999134,
AL133351.1	ENST00000665347	6	-	2989725	2999177	2999177	2999177	3	2989725,2998616,2999012,	2990011,2998669,2999177,
HTATSF1P2	ENST00000604204	6	-	3023141	3023772	3023772	3023772	1	3023141,	3023772,
AL133351.4	ENST00000612789	6	+	3033182	3033288	3033288	3033288	1	3033182,	3033288,
FAM136BP	ENST00000428729	6	+	3045383	3045800	3045800	3045800	1	3045383,	3045800,
SERPINB8P1	ENST00000401898	6	+	3048834	3049211	3049211	3049211	1	3048834,	3049211,
AL031963.2	ENST00000433761	6	+	3055848	3057357	3057357	3057357	2	3055848,3056501,	3056024,3057357,
RIPK1	ENST00000479389	6	+	3063990	3106051	3106051	3106051	8	3063990,3077778,3080978,3083084,3085258,3089580,3104224,3105481,	3064059,3077935,3081116,3083313,3085408,3089657,3104315,3106051,
RIPK1	ENST00000259808	6	+	3068493	3115187	3076823	3113339	11	3068493,3076763,3077778,3080978,3083084,3085258,3089580,3104224,3105481,3110802,3113052,	3068661,3076987,3077935,3081116,3083313,3085408,3089657,3104315,3106051,3110955,3115187,
RIPK1	ENST00000380409	6	+	3076823	3115187	3076823	3113339	10	3076823,3077778,3080978,3083084,3085258,3089580,3104224,3105481,3110802,3113052,	3076987,3077935,3081116,3083313,3085408,3089657,3104315,3106051,3110955,3115187,
AL031963.3	ENST00000606441	6	-	3068044	3068894	3068894	3068894	1	3068044,	3068894,
RNA5SP201	ENST00000410316	6	-	3088685	3088809	3088809	3088809	1	3088685,	3088809,
BPHL	ENST00000434640	6	+	3118373	3152575	3119456	3152575	8	3118373,3119284,3123656,3127241,3129044,3137361,3140385,3152487,	3118562,3119512,3123760,3127408,3129198,3137493,3140509,3152575,
BPHL	ENST00000424847	6	+	3118375	3152669	3118740	3119312	8	3118375,3119284,3123656,3127241,3129044,3137361,3140385,3152487,	3118847,3119512,3123760,3127408,3129198,3137493,3140509,3152669,
BPHL	ENST00000430655	6	+	3118375	3153195	3118740	3119312	9	3118375,3119284,3123656,3127241,3129044,3137361,3138040,3140385,3152487,	3118847,3119512,3123760,3127408,3129198,3137422,3138179,3140509,3153195,
BPHL	ENST00000433912	6	+	3118691	3152645	3118740	3138083	8	3118691,3123656,3127241,3129044,3137361,3138040,3140385,3152487,	3118847,3123760,3127408,3129198,3137422,3138179,3140509,3152645,
BPHL	ENST00000380379	6	+	3118710	3153578	3118740	3152575	7	3118710,3123656,3127241,3129044,3137361,3140385,3152487,	3118847,3123760,3127408,3129198,3137493,3140509,3153578,
BPHL	ENST00000490918	6	+	3118725	3153062	3153062	3153062	7	3118725,3123656,3127241,3129044,3137361,3138040,3152487,	3118847,3123760,3127408,3129198,3137493,3140509,3153062,
BPHL	ENST00000479273	6	+	3118727	3124143	3124143	3124143	2	3118727,3123656,	3118847,3124143,
BPHL	ENST00000380368	6	+	3118807	3138083	3119456	3138083	7	3118807,3119284,3123656,3127241,3129044,3137361,3138040,	3118847,3119512,3123760,3127408,3129198,3137422,3138083,
BPHL	ENST00000380375	6	+	3119325	3152669	3119456	3152575	7	3119325,3123656,3127241,3129044,3137361,3140385,3152487,	3119512,3123760,3127408,3129198,3137493,3140509,3152669,
BPHL	ENST00000488487	6	+	3126795	3152533	3152533	3152533	6	3126795,3129044,3137361,3138040,3140385,3152487,	3127408,3129198,3137422,3138179,3140509,3152533,
BPHL	ENST00000423798	6	+	3140424	3153028	3140424	3152541	2	3140424,3152537,	3140509,3153028,
BPHL	ENST00000464040	6	+	3150013	3153046	3153046	3153046	2	3150013,3152487,	3150145,3153046,
AL031963.1	ENST00000447644	6	-	3138393	3153062	3153062	3153062	2	3138393,3152518,	3138544,3153062,
TUBB2A	ENST00000333628	6	-	3153665	3157544	3153862	3157463	4	3153665,3155624,3156043,3157406,	3154923,3155735,3156152,3157544,
TUBB2A	ENST00000489942	6	-	3154578	3157526	3157526	3157526	4	3154578,3155624,3156043,3157406,	3155055,3155735,3156152,3157526,
TUBB2BP1	ENST00000404155	6	-	3177043	3179764	3179764	3179764	3	3177043,3178931,3179603,	3177642,3179042,3179764,
LINC02525	ENST00000435043	6	-	3182625	3195784	3195784	3195784	3	3182625,3190826,3195665,	3183726,3191257,3195784,
LINC02525	ENST00000656983	6	-	3182625	3195784	3195784	3195784	2	3182625,3195665,	3183726,3195784,
LINC02525	ENST00000425384	6	-	3182629	3195784	3195784	3195784	3	3182629,3190826,3195665,	3183726,3191230,3195784,
TUBB2B	ENST00000259818	6	-	3224276	3227653	3224750	3227543	4	3224276,3226158,3226560,3227486,	3225811,3226269,3226669,3227653,
TUBB2B	ENST00000473006	6	-	3224282	3231730	3231730	3231730	4	3224282,3226158,3226560,3231556,	3225811,3226269,3226669,3231730,
PSMG4	ENST00000509933	6	+	3231402	3270835	3232088	3244126	3	3231402,3244092,3269515,	3232162,3244253,3270835,
PSMG4	ENST00000380306	6	+	3231806	3267781	3232088	3267712	3	3231806,3255050,3267590,	3232162,3255229,3267781,
PSMG4	ENST00000416079	6	+	3231828	3237865	3237865	3237865	2	3231828,3237334,	3231911,3237865,
PSMG4	ENST00000438998	6	+	3258893	3268049	3259022	3267712	3	3258893,3263683,3267590,	3259196,3263759,3268049,
PSMG4	ENST00000380305	6	+	3258896	3267779	3259022	3267665	2	3258896,3267590,	3259196,3267779,
PSMG4	ENST00000419065	6	+	3258951	3267781	3259022	3267712	4	3258951,3263683,3264208,3267590,	3259196,3263759,3264325,3267781,
PSMG4	ENST00000473000	6	+	3258960	3268050	3259022	3263824	2	3258960,3263683,	3259196,3268050,
PSMG4	ENST00000324987	6	+	3258976	3267920	3259022	3264250	4	3258976,3263683,3264173,3267590,	3259196,3263759,3264325,3267920,
PSMG4	ENST00000451246	6	+	3258983	3303373	3259022	3282292	3	3258983,3282235,3302857,	3259196,3282330,3303373,
PSMG4	ENST00000454610	6	+	3259059	3291984	3259059	3290014	2	3259059,3289798,	3259196,3291984,
SLC22A23	ENST00000436008	6	-	3268961	3457022	3273054	3456559	11	3268961,3283851,3284935,3285078,3286858,3289763,3298090,3323833,3410187,3415751,3455905,	3273412,3283975,3284959,3285111,3287091,3289866,3298218,3324002,3410342,3415855,3457022,
SLC22A23	ENST00000406686	6	-	3269457	3456559	3273054	3456559	10	3269457,3283851,3285078,3286858,3289763,3298090,3323833,3410187,3415751,3455905,	3273412,3283975,3285111,3287091,3289866,3298218,3324002,3410342,3415855,3456559,
SLC22A23	ENST00000497691	6	-	3271773	3444969	3323278	3410257	12	3271773,3272828,3283851,3285078,3286858,3289763,3298090,3323265,3323833,3410187,3415751,3444818,	3272491,3273412,3283975,3285111,3287091,3289866,3298218,3323318,3324002,3410342,3415855,3444969,
SLC22A23	ENST00000380302	6	-	3271773	3445013	3273054	3410257	10	3271773,3283851,3285078,3286858,3289763,3298090,3323833,3410187,3415751,3444818,	3273412,3283975,3285111,3287091,3289866,3298218,3324002,3410342,3415855,3445013,
SLC22A23	ENST00000490273	6	-	3272829	3444984	3273054	3410257	11	3272829,3283851,3285078,3286858,3289763,3298090,3323833,3410187,3415751,3432093,3444818,	3273412,3283975,3285111,3287091,3289866,3298218,3324002,3410342,3415855,3432338,3444984,
SLC22A23	ENST00000482874	6	-	3273355	3284120	3284120	3284120	3	3273355,3276680,3283851,	3273412,3276976,3284120,
SLC22A23	ENST00000485307	6	-	3283464	3456043	3283715	3456043	9	3283464,3285078,3286858,3289763,3298090,3323833,3410187,3415751,3455905,	3283975,3285111,3287091,3289866,3298218,3324002,3410342,3415855,3456043,
SLC22A23	ENST00000467177	6	-	3283873	3439418	3283873	3439356	10	3283873,3285078,3286858,3289763,3298090,3323833,3410187,3415751,3438483,3439296,	3283975,3285111,3287091,3289866,3298218,3324002,3410342,3415855,3438555,3439418,
SLC22A23	ENST00000467144	6	-	3286983	3324183	3324183	3324183	5	3286983,3289763,3298090,3323886,3324096,	3287091,3289866,3298218,3324002,3324183,
SLC22A23	ENST00000496753	6	-	3289765	3377986	3377986	3377986	4	3289765,3298090,3323833,3377823,	3289866,3298218,3324002,3377986,
SLC22A23	ENST00000433689	6	-	3323341	3324165	3324165	3324165	2	3323341,3324096,	3324002,3324165,
SLC22A23	ENST00000380298	6	-	3323341	3456559	3323829	3456559	4	3323341,3410187,3415751,3455905,	3324002,3410342,3415855,3456559,
AL445309.1	ENST00000607565	6	+	3311661	3313650	3313650	3313650	1	3311661,	3313650,
AL033523.1	ENST00000665760	6	-	3585100	3720077	3720077	3720077	3	3585100,3594280,3719362,	3586030,3594535,3720077,
AL033523.1	ENST00000658658	6	-	3585192	3719820	3719820	3719820	4	3585192,3594280,3663659,3719362,	3589951,3594535,3663905,3719820,
AL033523.1	ENST00000668915	6	-	3585240	3720073	3720073	3720073	6	3585240,3594280,3595566,3632028,3634018,3719362,	3586030,3594535,3595661,3632189,3634059,3720073,
AL033523.1	ENST00000662974	6	-	3588604	3720077	3720077	3720077	3	3588604,3594280,3719362,	3589951,3594535,3720077,
AL033523.1	ENST00000668020	6	-	3588664	3720077	3720077	3720077	5	3588664,3594280,3634018,3653220,3719362,	3589951,3594535,3634059,3654795,3720077,
AL033523.1	ENST00000661196	6	-	3588701	3719609	3719609	3719609	6	3588701,3594280,3609026,3609379,3634018,3719362,	3589951,3594535,3609109,3609549,3634059,3719609,
AL033523.1	ENST00000669421	6	-	3588755	3720077	3720077	3720077	4	3588755,3594280,3595566,3719362,	3589951,3594535,3595661,3720077,
AL033523.1	ENST00000666680	6	-	3593489	3720081	3720081	3720081	2	3593489,3719362,	3594535,3720081,
AL033523.1	ENST00000653557	6	-	3593496	3720077	3720077	3720077	6	3593496,3623647,3632028,3634018,3663659,3719362,	3594535,3623943,3632189,3634059,3663905,3720077,
AL033523.1	ENST00000660734	6	-	3593504	3720077	3720077	3720077	3	3593504,3623647,3719362,	3594535,3623943,3720077,
AL033523.1	ENST00000655328	6	-	3593512	3720077	3720077	3720077	3	3593512,3595566,3719362,	3594535,3595661,3720077,
AL033523.1	ENST00000659450	6	-	3593552	3720077	3720077	3720077	4	3593552,3595566,3609379,3719362,	3594535,3595661,3609549,3720077,
AL033523.1	ENST00000660471	6	-	3593577	3599126	3599126	3599126	2	3593577,3595566,	3594535,3599126,
AL033523.1	ENST00000661070	6	-	3593586	3719469	3719469	3719469	4	3593586,3609026,3609379,3719362,	3594535,3609109,3609549,3719469,
AL033523.1	ENST00000667255	6	-	3593586	3720077	3720077	3720077	4	3593586,3632028,3634018,3719362,	3594535,3632189,3634059,3720077,
AL033523.1	ENST00000670704	6	-	3593586	3719987	3719987	3719987	4	3593586,3631925,3634018,3719362,	3594535,3632189,3634059,3719987,
AL033523.1	ENST00000661016	6	-	3593626	3720077	3720077	3720077	3	3593626,3663659,3719362,	3594535,3663905,3720077,
AL033523.1	ENST00000669021	6	-	3593626	3720077	3720077	3720077	4	3593626,3595566,3634018,3719362,	3594535,3595661,3634059,3720077,
AL033523.1	ENST00000667691	6	-	3593632	3720077	3720077	3720077	3	3593632,3634018,3719362,	3594535,3634059,3720077,
AL033523.1	ENST00000661957	6	-	3593639	3720069	3720069	3720069	6	3593639,3607104,3609026,3609379,3634018,3719362,	3594535,3607594,3609109,3609549,3634059,3720069,
AL033523.1	ENST00000657929	6	-	3593656	3720077	3720077	3720077	5	3593656,3595566,3631925,3634018,3719362,	3594535,3595661,3632189,3634059,3720077,
AL033523.1	ENST00000667419	6	-	3593656	3653725	3653725	3653725	4	3593656,3595566,3634018,3653220,	3594535,3595661,3634059,3653725,
AL033523.1	ENST00000656179	6	-	3593656	3720077	3720077	3720077	6	3593656,3595566,3609379,3634018,3663659,3719362,	3594535,3595661,3609549,3634059,3663905,3720077,
AL033523.1	ENST00000668872	6	-	3593656	3720040	3720040	3720040	6	3593656,3595566,3609026,3609379,3634018,3719362,	3594535,3595661,3609109,3609549,3634059,3720040,
AL033523.1	ENST00000663773	6	-	3593656	3719679	3719679	3719679	5	3593656,3595566,3632028,3634018,3719362,	3594535,3595661,3632189,3634059,3719679,
AL033523.1	ENST00000665671	6	-	3593656	3720077	3720077	3720077	6	3593656,3595566,3634018,3653220,3654381,3719362,	3594535,3595661,3634059,3653305,3654795,3720077,
AL033523.1	ENST00000652961	6	-	3593656	3653590	3653590	3653590	4	3593656,3631925,3634018,3653220,	3594535,3632189,3634059,3653590,
AL033523.1	ENST00000660793	6	-	3593656	3720077	3720077	3720077	4	3593656,3595566,3663659,3719362,	3594535,3595661,3663905,3720077,
AL033523.1	ENST00000662672	6	-	3593668	3720077	3720077	3720077	5	3593668,3631925,3634018,3663659,3719362,	3594535,3632189,3634059,3663905,3720077,
AL033523.1	ENST00000669829	6	-	3593775	3720077	3720077	3720077	4	3593775,3634018,3663659,3719362,	3594535,3634059,3663905,3720077,
AL033523.1	ENST00000443445	6	-	3593847	3624747	3624747	3624747	3	3593847,3623647,3624543,	3594535,3623943,3624747,
AL033523.1	ENST00000656112	6	-	3594347	3720048	3720048	3720048	3	3594347,3611056,3719362,	3594535,3611152,3720048,
AL033523.1	ENST00000655990	6	-	3631782	3719643	3719643	3719643	4	3631782,3634018,3653600,3719362,	3632189,3634059,3654795,3719643,
AL033523.1	ENST00000659072	6	-	3652412	3720077	3720077	3720077	2	3652412,3719362,	3654795,3720077,
AL033523.1	ENST00000653626	6	-	3662794	3719820	3719820	3719820	2	3662794,3719362,	3663905,3719820,
AL033523.2	ENST00000605153	6	-	3693922	3694075	3694075	3694075	1	3693922,	3694075,
PXDC1	ENST00000477592	6	-	3722613	3751532	3751532	3751532	5	3722613,3727550,3737078,3738061,3751275,	3723736,3727662,3737196,3738148,3751532,
PXDC1	ENST00000380277	6	-	3722619	3738894	3723618	3738894	5	3722619,3727550,3737078,3738056,3738795,	3723736,3727662,3737196,3738148,3738894,
PXDC1	ENST00000380283	6	-	3722619	3752026	3723618	3751531	5	3722619,3727550,3737078,3738056,3751275,	3723736,3727662,3737196,3738148,3752026,
PXDC1	ENST00000485986	6	-	3738795	3751529	3751529	3751529	3	3738795,3739057,3751275,	3738969,3739161,3751529,
AL391422.4	ENST00000603791	6	+	3751110	3753871	3753871	3753871	1	3751110,	3753871,
AL391422.1	ENST00000402155	6	+	3754098	3754840	3754840	3754840	2	3754098,3754708,	3754402,3754840,
AL391422.3	ENST00000602854	6	+	3831932	3833896	3833896	3833896	2	3831932,3833614,	3832011,3833896,
AL391422.3	ENST00000454396	6	+	3831932	3855737	3855737	3855737	2	3831932,3855469,	3832011,3855737,
AL391422.2	ENST00000648025	6	+	3831935	3894243	3894243	3894243	5	3831935,3877038,3893061,3893379,3894038,	3832011,3877151,3893246,3893542,3894243,
AL391422.2	ENST00000450255	6	+	3893125	3894292	3894292	3894292	3	3893125,3893479,3894038,	3893251,3893542,3894292,
AL391422.2	ENST00000445883	6	+	3893839	3894290	3894290	3894290	1	3893839,	3894290,
FAM50B	ENST00000648326	6	+	3849372	3851317	3849811	3850789	2	3849372,3849788,	3849486,3851317,
FAM50B	ENST00000380274	6	+	3849385	3851320	3849811	3850789	1	3849385,	3851320,
AL590004.3	ENST00000566733	6	-	3904919	3911979	3911979	3911979	1	3904919,	3911979,
AL590004.2	ENST00000404787	6	-	3913921	3914292	3914292	3914292	1	3913921,	3914292,
AL590004.1	ENST00000405321	6	+	3921846	3922146	3922146	3922146	1	3921846,	3922146,
TDGF1P4	ENST00000401555	6	+	3941281	3941801	3941801	3941801	1	3941281,	3941801,
GLRX3P2	ENST00000405027	6	+	3978061	3979099	3979099	3979099	1	3978061,	3979099,
AL138831.3	ENST00000623656	6	+	3982672	3984130	3984130	3984130	1	3982672,	3984130,
AL138831.2	ENST00000606564	6	+	4018712	4019202	4019202	4019202	1	4018712,	4019202,
AL138831.1	ENST00000415144	6	-	4018842	4021215	4021215	4021215	2	4018842,4021043,	4018879,4021215,
PRPF4B	ENST00000480058	6	+	4021266	4064982	4021425	4060616	16	4021266,4031558,4037396,4040771,4042486,4043812,4047174,4049015,4049731,4051956,4052719,4056320,4057035,4058727,4060412,4063073,	4021466,4032755,4037570,4040927,4042568,4044023,4047248,4049106,4049879,4052094,4052873,4056435,4057187,4058814,4062299,4064982,
PRPF4B	ENST00000337659	6	+	4021299	4064983	4021425	4060616	15	4021299,4031558,4037396,4040771,4042486,4043812,4047174,4049015,4049731,4051956,4052719,4056320,4057035,4058727,4060412,	4021466,4032755,4037570,4040927,4042568,4044023,4047248,4049106,4049879,4052094,4052873,4056435,4057187,4058814,4064983,
PRPF4B	ENST00000481109	6	+	4037418	4064983	4037418	4060616	19	4037418,4040771,4042486,4043812,4047174,4049015,4049731,4051956,4052719,4056320,4057035,4058727,4060412,4061014,4061654,4062212,4062556,4063073,4064800,	4037570,4040927,4042568,4044023,4047248,4049106,4049879,4052094,4052873,4056435,4057187,4058814,4060644,4061147,4061700,4062299,4062633,4063119,4064983,
PRPF4B	ENST00000490399	6	+	4040847	4044226	4044226	4044226	3	4040847,4042486,4043812,	4040927,4042568,4044226,
PRPF4B	ENST00000463634	6	+	4040848	4064983	4064983	4064983	17	4040848,4042486,4043812,4047174,4049015,4049731,4051956,4052719,4056320,4056526,4057035,4058727,4060412,4061654,4062212,4063073,4064800,	4040927,4042568,4044023,4047248,4049106,4049879,4052094,4052873,4056435,4056688,4057187,4058814,4061147,4061700,4062299,4063119,4064983,
PRPF4B	ENST00000466185	6	+	4051981	4058890	4058890	4058890	4	4051981,4052719,4056320,4058727,	4052094,4052873,4057187,4058890,
PRPF4B	ENST00000494674	6	+	4057159	4063556	4063556	4063556	7	4057159,4058727,4060412,4061014,4061654,4062556,4063073,	4057187,4058814,4060686,4061147,4062299,4062633,4063556,
PRPF4B	ENST00000490653	6	+	4060981	4062069	4062069	4062069	2	4060981,4061654,	4061147,4062069,
PRPF4B	ENST00000461612	6	+	4062103	4064983	4064983	4064983	4	4062103,4062556,4063073,4064800,	4062299,4062760,4063119,4064983,
FAM217A	ENST00000463904	6	-	4049433	4050518	4050518	4050518	2	4049433,4050428,	4049615,4050518,
FAM217A	ENST00000469157	6	-	4050460	4087332	4087332	4087332	3	4050460,4073274,4087009,	4050551,4073342,4087332,
FAM217A	ENST00000274673	6	-	4068361	4079221	4068695	4077414	7	4068361,4073274,4073432,4074442,4074576,4077354,4078851,	4069920,4073342,4073507,4074456,4074661,4077448,4079221,
FAM217A	ENST00000380188	6	-	4068366	4087344	4087344	4087344	5	4068366,4073274,4073432,4084577,4087009,	4069920,4073342,4073507,4084810,4087344,
FAM217A	ENST00000639338	6	-	4068695	4087027	4068695	4087027	9	4068695,4073274,4073432,4074442,4074576,4077354,4078851,4084577,4087009,	4069920,4073342,4073507,4074456,4074661,4077448,4078968,4084810,4087027,
FAM217A	ENST00000498677	6	-	4069890	4079134	4069890	4073477	5	4069890,4073274,4073432,4074442,4078851,	4069920,4073342,4073507,4074456,4079134,
FAM217A	ENST00000492651	6	-	4073291	4079100	4073291	4073477	5	4073291,4073432,4074442,4074576,4078851,	4073342,4073507,4074456,4074661,4079100,
FAM217A	ENST00000478714	6	-	4073457	4079221	4079221	4079221	4	4073457,4074576,4077354,4078851,	4073507,4074661,4077448,4079221,
C6orf201	ENST00000380175	6	+	4079205	4130764	4087641	4130182	6	4079205,4087348,4098999,4121948,4130141,4130484,	4079680,4087726,4099198,4122046,4130361,4130764,
C6orf201	ENST00000643110	6	+	4079208	4130951	4130951	4130951	6	4079208,4087348,4098999,4121948,4130141,4130484,	4079680,4087726,4099198,4122046,4130361,4130951,
C6orf201	ENST00000427996	6	+	4079216	4130765	4130765	4130765	6	4079216,4098999,4121948,4124978,4130141,4130484,	4079680,4099198,4122046,4126119,4130361,4130765,
C6orf201	ENST00000483580	6	+	4087396	4101361	4101361	4101361	3	4087396,4098999,4101310,	4087726,4099198,4101361,
C6orf201	ENST00000451679	6	+	4087423	4130282	4130282	4130282	5	4087423,4098999,4121948,4125911,4130141,	4087726,4099198,4122046,4126119,4130282,
C6orf201	ENST00000360378	6	+	4087438	4115570	4115570	4115570	3	4087438,4098999,4115453,	4087726,4099198,4115570,
C6orf201	ENST00000436110	6	+	4087438	4130758	4130758	4130758	7	4087438,4098999,4115406,4121948,4124959,4130141,4130484,	4087726,4099198,4115663,4122046,4126119,4130361,4130758,
C6orf201	ENST00000642280	6	+	4087533	4122032	4122032	4122032	4	4087533,4098999,4115440,4121948,	4087726,4099198,4115663,4122032,
C6orf201	ENST00000496987	6	+	4121931	4130335	4130335	4130335	2	4121931,4130141,	4122046,4130335,
ECI2	ENST00000380118	6	-	4115688	4135597	4115873	4135560	10	4115688,4117307,4119185,4125249,4126134,4127761,4130371,4130766,4133548,4135510,	4116029,4117451,4119275,4125370,4126237,4127831,4130560,4130865,4133711,4135597,
ECI2	ENST00000380125	6	-	4115692	4135468	4115873	4133671	10	4115692,4117307,4119185,4125249,4126134,4127761,4130371,4130766,4133548,4135369,	4116029,4117451,4119275,4125370,4126237,4127831,4130560,4130865,4133701,4135468,
ECI2	ENST00000496241	6	-	4115699	4135591	4130237	4133671	11	4115699,4117307,4119185,4125249,4126134,4127761,4130178,4130371,4130766,4133548,4135510,	4116029,4117451,4119275,4125370,4126237,4127831,4130249,4130560,4130865,4133701,4135591,
ECI2	ENST00000380120	6	-	4115701	4135590	4130495	4135560	10	4115701,4117307,4119185,4125249,4126134,4127761,4130371,4130766,4133548,4135510,	4116029,4117451,4119275,4125370,4126237,4127831,4130642,4130865,4133711,4135590,
ECI2	ENST00000478266	6	-	4115705	4135564	4119252	4135560	8	4115705,4117307,4119185,4127761,4130371,4130766,4133548,4135510,	4116029,4117451,4119275,4127831,4130560,4130865,4133711,4135564,
ECI2	ENST00000464057	6	-	4115705	4135575	4135575	4135575	9	4115705,4117307,4119185,4125249,4127761,4130371,4130766,4133548,4135510,	4116029,4117451,4119275,4126237,4127831,4130560,4130865,4133701,4135575,
ECI2	ENST00000361538	6	-	4115705	4135597	4115873	4133671	10	4115705,4117307,4119185,4125249,4126134,4127761,4130371,4130766,4133548,4135510,	4116029,4117451,4119275,4125370,4126237,4127831,4130560,4130865,4133701,4135597,
ECI2	ENST00000465828	6	-	4115706	4135557	4115873	4133671	10	4115706,4117307,4119185,4125249,4126134,4127761,4130371,4130766,4133548,4135311,	4116029,4117451,4119275,4125370,4126237,4127831,4130560,4130865,4133711,4135557,
ECI2	ENST00000464583	6	-	4115707	4133782	4133782	4133782	7	4115707,4117307,4125249,4127761,4130371,4130766,4133548,	4116029,4119275,4126237,4127831,4130560,4130865,4133782,
ECI2	ENST00000495548	6	-	4127813	4135459	4127813	4135305	5	4127813,4130371,4130766,4133548,4135114,	4127831,4130560,4130865,4133711,4135459,
ECI2	ENST00000489086	6	-	4130317	4135573	4135573	4135573	4	4130317,4130766,4133548,4135510,	4130560,4130865,4133701,4135573,
AL136309.4	ENST00000527831	6	+	4135422	4146053	4146053	4146053	2	4135422,4145536,	4135545,4146053,
AL136309.2	ENST00000427049	6	+	4136071	4157385	4157385	4157385	4	4136071,4137360,4154840,4155480,	4136248,4137402,4154993,4157385,
AL136309.3	ENST00000427591	6	-	4185478	4188950	4188950	4188950	3	4185478,4187989,4188874,	4186769,4188190,4188950,
AL136309.1	ENST00000403917	6	+	4189115	4189806	4189806	4189806	1	4189115,	4189806,
AL162718.1	ENST00000642310	6	-	4304941	4583871	4583871	4583871	5	4304941,4428382,4431395,4581638,4583723,	4307968,4428951,4431475,4581803,4583871,
AL159166.1	ENST00000667590	6	-	4341755	4345757	4345757	4345757	2	4341755,4345722,	4344849,4345757,
AL159166.1	ENST00000669105	6	-	4343039	4347162	4347162	4347162	3	4343039,4345722,4346632,	4344866,4345806,4347162,
AL159166.1	ENST00000667029	6	-	4343337	4347162	4347162	4347162	3	4343337,4345722,4346632,	4344849,4345806,4347162,
AL159166.1	ENST00000671548	6	-	4343346	4347150	4347150	4347150	3	4343346,4345722,4346632,	4344861,4345806,4347150,
AL159166.1	ENST00000437430	6	-	4345742	4347037	4347037	4347037	3	4345742,4346632,4347009,	4345806,4346869,4347037,
AL162718.3	ENST00000653617	6	+	4381210	4383597	4383597	4383597	2	4381210,4382876,	4381648,4383597,
RNA5SP202	ENST00000364315	6	+	4427962	4428081	4428081	4428081	1	4427962,	4428081,
AL162718.2	ENST00000648679	6	+	4449391	4468181	4468181	4468181	3	4449391,4466333,4466806,	4449550,4466604,4468181,
